ticker,epoch,loss
AAPL,1,0.29132065176963806
AAPL,2,0.0041496846824884415
AAPL,3,0.0025136563926935196
AAPL,4,0.0015224047238007188
AAPL,5,0.0007964723045006394
AAPL,6,0.0004719103453680873
AAPL,7,0.0002962299913633615
AAPL,8,0.00024848408065736294
AAPL,9,0.00021616765297949314
AAPL,10,0.0001970074517885223
AAPL,11,0.00017558701802045107
AAPL,12,0.00015907837951090187
AAPL,13,0.00018034415552392602
AAPL,14,0.0002212083199992776
AAPL,15,0.00015371326298918575
AAPL,16,0.00012423083535395563
AAPL,17,0.00012383995635900646
AAPL,18,0.00011275049473624676
AAPL,19,0.00010595183266559616
AAPL,20,0.0001025599121931009
AAPL,21,9.927489008987322e-05
AAPL,22,0.00010610171011649072
AAPL,23,0.00011368093691999093
AAPL,24,0.00013192856567911804
AAPL,25,0.00010154032497666776
AAPL,26,0.0001065333271981217
AAPL,1,0.20115236937999725
AAPL,2,0.0013296204851940274
AAPL,3,0.0009595629526302218
AAPL,4,0.0004626770387403667
AAPL,5,0.0002624330809339881
AAPL,6,0.00019721093121916056
AAPL,7,0.000252317578997463
AAPL,8,0.00022834762057755142
AAPL,9,0.00019051670096814632
AAPL,10,0.0001720120635582134
AAPL,11,0.0001946078409673646
AAPL,12,0.00017595168901607394
AAPL,13,0.00016427470836788416
AAPL,14,0.00017090316396206617
AAPL,15,0.00017050837050192058
AAPL,16,0.00014988015755079687
AAPL,17,0.0002606302732601762
AAPL,18,0.00016661430709064007
AAPL,19,0.00019028069800697267
AAPL,20,0.00014494959032163024
AAPL,21,0.00029678596183657646
AAPL,22,0.00016829968080855906
AAPL,23,0.00020810990827158093
AAPL,24,0.00017058997764252126
AAPL,25,0.00015636021271348
AAPL,1,0.7189662456512451
AAPL,2,0.0012370978947728872
AAPL,3,0.0014662696048617363
AAPL,4,0.0012839131522923708
AAPL,5,0.0010877063032239676
AAPL,6,0.0009442087030038238
AAPL,7,0.0008850090089254081
AAPL,8,0.0007901432691141963
AAPL,9,0.0007587247528135777
AAPL,10,0.0007315324037335813
AAPL,11,0.0006274456973187625
AAPL,12,0.0006121405749581754
AAPL,13,0.0005593912792392075
AAPL,14,0.0005223980988375843
AAPL,15,0.0005315705202519894
AAPL,16,0.0004962995299138129
AAPL,17,0.00048057324602268636
AAPL,18,0.0004364606866147369
AAPL,19,0.00043324229773133993
AAPL,20,0.0003914942790288478
AAPL,21,0.00037607047124765813
AAPL,22,0.00030613894341513515
AAPL,23,0.0002452420594636351
AAPL,24,0.0002007017028518021
AAPL,25,0.0003772700438275933
AAPL,26,0.0002834959886968136
AAPL,27,0.0002515136729925871
AAPL,28,0.00017149948689620942
AAPL,29,0.00018777782679535449
AAPL,30,0.00018868103506974876
AAPL,31,0.00023711477115284652
AAPL,32,0.007481192704290152
AAPL,33,0.0005669255624525249
AAPL,1,0.4304245710372925
AAPL,2,0.004935169126838446
AAPL,3,0.0031188277062028646
AAPL,4,0.0016744598979130387
AAPL,5,0.000704520265571773
AAPL,6,0.0003883217868860811
AAPL,7,0.0003305938735138625
AAPL,8,0.0002953349321614951
AAPL,9,0.00026387014077045023
AAPL,10,0.0002609559742268175
AAPL,11,0.00022371568775270134
AAPL,12,0.00020637811394408345
AAPL,13,0.00022923048527445644
AAPL,14,0.00023680998128838837
AAPL,15,0.00021959043806418777
AAPL,16,0.00023384290398098528
AAPL,17,0.00018546094361227006
AAPL,18,0.00016322717419825494
AAPL,19,0.00016081382636912167
AAPL,20,0.00014460872625932097
AAPL,21,0.00015370905748568475
AAPL,22,0.00013554154429584742
AAPL,23,0.00016169834998436272
AAPL,24,0.00017063290579244494
AAPL,25,0.0001506198605056852
AAPL,26,0.00016348504868801683
AAPL,27,0.00012657986371777952
AAPL,28,0.00016323509044013917
AAPL,29,0.0001401695772074163
AAPL,30,0.00013532853336073458
AAPL,31,0.0001214113799505867
AAPL,32,0.0001093857063096948
AAPL,33,0.00013397843576967716
AAPL,34,0.00011529943003552034
AAPL,35,0.00011407993588363752
AAPL,36,0.00017942217527888715
AAPL,37,0.00013768028293270618
AAPL,1,0.350482314825058
AAPL,2,0.00260182935744524
AAPL,3,0.0006751372129656374
AAPL,4,0.0007356418063864112
AAPL,5,0.0007068311097100377
AAPL,6,0.0006228007259778678
AAPL,7,0.0006097375880926847
AAPL,8,0.000550410186406225
AAPL,9,0.0004955093609169126
AAPL,10,0.0005131873767822981
AAPL,11,0.0004630240146070719
AAPL,12,0.0011549273040145636
AAPL,13,0.0010517314076423645
AAPL,14,0.001906305318698287
AAPL,15,0.030405905097723007
AAPL,16,0.0015958786243572831
AAPL,1,0.7215988636016846
AAPL,2,0.001452098716981709
AAPL,3,0.0007678608526475728
AAPL,4,0.0012139021418988705
AAPL,5,0.0007977164932526648
AAPL,6,0.0005695336731150746
AAPL,7,0.0004891097778454423
AAPL,8,0.0004637435486074537
AAPL,9,0.000427054037572816
AAPL,10,0.0003776373341679573
AAPL,11,0.0003587197861634195
AAPL,12,0.0003227704728487879
AAPL,13,0.00031083356589078903
AAPL,14,0.00033434497890993953
AAPL,15,0.000344498927006498
AAPL,16,0.0011334109585732222
AAPL,17,0.00047980903764255345
AAPL,18,0.0002634412667248398
AAPL,19,0.00024998540175147355
AAPL,20,0.00022278363758232445
AAPL,21,0.00017711315013002604
AAPL,22,0.00016817152209114283
AAPL,23,0.0001654135703574866
AAPL,24,0.000157274364028126
AAPL,25,0.00016279678675346076
AAPL,26,0.00016511930152773857
AAPL,27,0.00020649102225434035
AAPL,28,0.00017501087859272957
AAPL,29,0.00018798187375068665
AAPL,1,0.3297439515590668
AAPL,2,0.0015413402579724789
AAPL,3,0.0007914489251561463
AAPL,4,0.0004726590123027563
AAPL,5,0.0002786564000416547
AAPL,6,0.00022631599858868867
AAPL,7,0.0001997795479837805
AAPL,8,0.000179892813321203
AAPL,9,0.00018334061314817518
AAPL,10,0.0001611727348063141
AAPL,11,0.00015065127809066325
AAPL,12,0.00015174681902863085
AAPL,13,0.00017538914107717574
AAPL,14,0.00014712374832015485
AAPL,15,0.00015286107372958213
AAPL,16,0.0002701712364796549
AAPL,17,0.00034196634078398347
AAPL,18,0.00024233989825006574
AAPL,19,0.00016919196059461683
AAPL,1,0.5040438771247864
AAPL,2,0.0003912576357834041
AAPL,3,0.00031885714270174503
AAPL,4,0.00028792276862077415
AAPL,5,0.00027093509561382234
AAPL,6,0.00026223764871247113
AAPL,7,0.00025336709222756326
AAPL,8,0.00024118181318044662
AAPL,9,0.00024226894311141223
AAPL,10,0.0002316667523700744
AAPL,11,0.0002298826730111614
AAPL,12,0.0002196869027102366
AAPL,13,0.00023233624233398587
AAPL,14,0.0002311131393071264
AAPL,15,0.0002224016352556646
AAPL,16,0.00023784070799592882
AAPL,17,0.00023644784232601523
AAPL,1,0.09226290881633759
AAPL,2,0.0018428085604682565
AAPL,3,0.0015714800683781505
AAPL,4,0.0010788397630676627
AAPL,5,0.0009240229846909642
AAPL,6,0.000833684578537941
AAPL,7,0.0007737257983535528
AAPL,8,0.0007283074664883316
AAPL,9,0.0007505887188017368
AAPL,10,0.0006391788483597338
AAPL,11,0.0006549459067173302
AAPL,12,0.0012787427986040711
AAPL,13,0.0015274046454578638
AAPL,14,0.0009362921700812876
AAPL,15,0.0006333515630103648
AAPL,16,0.0006350813782773912
AAPL,17,0.0005341901560314
AAPL,18,0.0004775933048222214
AAPL,19,0.0005809527938254178
AAPL,20,0.001233627088367939
AAPL,21,0.0003703052643686533
AAPL,22,0.00026480434462428093
AAPL,23,0.00022697246458847076
AAPL,24,0.0002541689027566463
AAPL,25,0.0002632823016028851
AAPL,26,0.00024575553834438324
AAPL,27,0.00024253626179415733
AAPL,28,0.004042553715407848
AAPL,1,0.2696748971939087
AAPL,2,0.0027259893249720335
AAPL,3,0.001305882353335619
AAPL,4,0.0009934684494510293
AAPL,5,0.0006239445647224784
AAPL,6,0.00045362950186245143
AAPL,7,0.0003796693927142769
AAPL,8,0.0003658263012766838
AAPL,9,0.0003463666362222284
AAPL,10,0.0003098426095675677
AAPL,11,0.0002956673561129719
AAPL,12,0.0002868531155399978
AAPL,13,0.00027598440647125244
AAPL,14,0.00025287384050898254
AAPL,15,0.00024271939764730632
AAPL,16,0.00023046511341817677
AAPL,17,0.0009502524044364691
AAPL,18,0.0003369209007360041
AAPL,19,0.00027710344875231385
AAPL,20,0.00030249138944782317
AAPL,21,0.0002642370236571878
AAPL,1,0.35168394446372986
AAPL,2,0.003749549388885498
AAPL,3,0.0017861905507743359
AAPL,4,0.001562656951136887
AAPL,5,0.00125414680223912
AAPL,6,0.001158363651484251
AAPL,7,0.0011345699895173311
AAPL,8,0.0012478329008445144
AAPL,9,0.0013188855955377221
AAPL,10,0.0007678484544157982
AAPL,11,0.0006717374781146646
AAPL,12,0.0006312276818789542
AAPL,13,0.0006885274779051542
AAPL,14,0.0014895115746185184
AAPL,15,0.0019793242681771517
AAPL,16,0.0011763187358155847
AAPL,17,0.0006352710770443082
AAPL,1,0.15275944769382477
AAPL,2,0.0010710745118558407
AAPL,3,0.0005853486945852637
AAPL,4,0.0004082457162439823
AAPL,5,0.00036559722502715886
AAPL,6,0.00032463649404235184
AAPL,7,0.000330296199535951
AAPL,8,0.0003035599074792117
AAPL,9,0.0002942389983218163
AAPL,10,0.000256848317803815
AAPL,11,0.00025469556567259133
AAPL,12,0.0002589722571428865
AAPL,13,0.0002612831012811512
AAPL,14,0.0002449286403134465
AAPL,15,0.00023971020709723234
AAPL,16,0.0002230798127129674
AAPL,17,0.0002214074629591778
AAPL,18,0.00022477925813291222
AAPL,19,0.0001922833762364462
AAPL,20,0.0001784154010238126
AAPL,21,0.00017509609460830688
AAPL,22,0.00019093997252639383
AAPL,23,0.00016730405332054943
AAPL,24,0.00017773683066479862
AAPL,25,0.00017562773427926004
AAPL,26,0.00022193459153641015
AAPL,27,0.00015499333676416427
AAPL,28,0.0002094939845846966
AAPL,29,0.00016418052837252617
AAPL,30,0.00014639849541708827
AAPL,31,0.0001866853708634153
AAPL,32,0.00028348382329568267
AAPL,33,0.00024025188758969307
AAPL,34,0.00015681311197113246
AAPL,35,0.00015576035366393626
AAPL,1,0.3783387839794159
AAPL,2,0.0022681925911456347
AAPL,3,0.001256292569451034
AAPL,4,0.001036222674883902
AAPL,5,0.0006995514850132167
AAPL,6,0.0005785239045508206
AAPL,7,0.00042182469042018056
AAPL,8,0.0003389827616047114
AAPL,9,0.0002793556486722082
AAPL,10,0.00023933245392981917
AAPL,11,0.00021437410032376647
AAPL,12,0.00020174738892819732
AAPL,13,0.00019082464859820902
AAPL,14,0.00017978667165152729
AAPL,15,0.00016269262414425611
AAPL,16,0.00016600487288087606
AAPL,17,0.0001580214884597808
AAPL,18,0.00015722702664788812
AAPL,19,0.0001522802049294114
AAPL,20,0.00014473286864813417
AAPL,21,0.00013980713265482336
AAPL,22,0.0001383967319270596
AAPL,23,0.00014675028796773404
AAPL,24,0.0001482936495449394
AAPL,25,0.00015602233179379255
AAPL,26,0.00013652363850269467
AAPL,27,0.00014675191778223962
AAPL,28,0.0001746655470924452
AAPL,29,0.0001446868118364364
AAPL,30,0.00013921492791268975
AAPL,31,0.0001441078493371606
AAPL,1,0.3161696195602417
AAPL,2,0.0019955094903707504
AAPL,3,0.001478647580370307
AAPL,4,0.0011240578023716807
AAPL,5,0.0009788594907149673
AAPL,6,0.0011713557178154588
AAPL,7,0.0034303274005651474
AAPL,8,0.0024856431409716606
AAPL,9,0.0021862087305635214
AAPL,10,0.002253107260912657
AAPL,1,0.22889041900634766
AAPL,2,0.0017935683717951179
AAPL,3,0.0014121562708169222
AAPL,4,0.0008219004957936704
AAPL,5,0.0007115077460184693
AAPL,6,0.0005749630508944392
AAPL,7,0.0004872358404099941
AAPL,8,0.00044632464414462447
AAPL,9,0.00043352911598049104
AAPL,10,0.0003659467038232833
AAPL,11,0.00043005545740015805
AAPL,12,0.00034974567824974656
AAPL,13,0.0002722020144574344
AAPL,14,0.00029580449336208403
AAPL,15,0.000241238230955787
AAPL,16,0.000225602081627585
AAPL,17,0.00023127197346184403
AAPL,18,0.00021585167269222438
AAPL,19,0.00019667767628561705
AAPL,20,0.00022427146905101836
AAPL,21,0.00020531693007797003
AAPL,22,0.00023324627545662224
AAPL,23,0.00029473824542947114
AAPL,24,0.00018770205497276038
AAPL,25,0.00022173314937390387
AAPL,26,0.00020218909776303917
AAPL,27,0.00016147710266523063
AAPL,28,0.00019468655227683485
AAPL,29,0.00019352960225660354
AAPL,30,0.00017260442837141454
AAPL,31,0.0001687239418970421
AAPL,32,0.00017878154176287353
