ticker,Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope
AAPL,0.00024230141,0.007649307,0.0004638292,0.004453286,0.0011818736,0.001489853,0.0014557932,0.0011906971,0.0007925763,0.0033201692,0.0053688637,0.0018021314,0.0015804085,0.00076058914,0.00054905855,0.0046541393,0.0035099206,0.00033996123,0.0026829555,0.0020193008,0.0021870034
MSFT,0.0027931638,0.007414158,0.0013934725,0.0013132456,0.00025247794,0.003517437,0.0016162858,0.0017368685,0.0023158465,0.00058414915,0.00022144934,0.00661581,0.005284964,0.0018208306,0.00106046,0.0010284948,0.0015940458,0.00034384584,0.0010956563,0.0006784701,0.0013462959
NVDA,0.00031163628,0.002103436,0.0016509591,0.0009791083,0.0005571019,0.00132456,0.0012962227,0.0013468828,0.0014208753,0.00042422462,0.0020745571,0.00016871333,0.0012738892,0.0006078131,0.0003919755,0.0010432545,0.0002503043,0.0010153482,0.0004262779,0.0012009854,0.0021583135
AMZN,0.0034870068,0.00042986887,0.0030237727,0.0004964028,0.0014718025,0.0025426247,0.0030090574,0.0017411965,0.0025249766,0.0029030824,0.0050816755,0.0012081143,0.0018213147,0.0018621765,0.000822734,0.0016457444,0.0005873966,0.0010232996,0.0006973465,0.00030827432,0.00033617843
GOOG,0.0015187539,0.0021956516,0.0023622757,0.0023693002,0.0015438236,0.002038744,0.006600867,0.00017888127,0.0017307658,0.001163379,0.0004579451,0.000263561,0.001723245,0.0050592725,0.00073460356,0.00073430693,0.001009391,0.0038894822,0.0011644178,0.0043183393,0.00055240747
META,0.0018396428,0.0010831471,0.00027750435,0.00017830225,0.00038330661,0.00045639215,0.001736741,0.002267083,0.00022770905,0.0011498815,0.00054773217,0.00040495655,0.00029215225,0.00076522067,0.00057832047,0.0023535108,0.0009997522,0.0033053956,0.00018787877,0.0023398253,0.0006575946
BRK-B,0.00042203657,0.00040204023,0.00021405095,0.0006275485,0.0007728176,0.00012652951,0.00015579822,0.0010804364,0.0011312142,0.0016740205,0.0015731489,0.0006655749,0.00022901714,0.001057356,0.00025271872,0.00030873285,0.00045637865,0.00020721804,0.0011984439,0.0002836753,0.0002688067
GOOGL,0.008261357,0.0046571805,0.0013056869,0.0013392576,0.0022011527,0.0011692295,0.003229837,0.0011880809,0.0022065141,0.0002938356,0.0071929274,0.0038943451,0.0025733705,0.007998216,0.001030234,0.0008391134,0.001316765,0.0019326289,0.00034503976,0.00018438928,0.0011930849
AVGO,0.00019620536,0.00080601743,0.00019024248,0.00049768167,0.00020384775,0.00012597305,0.00011451258,9.8474025e-05,0.00066589477,7.915382e-05,0.00014701867,0.0015621013,0.000118587996,0.00073293055,0.00034753096,0.0014740062,0.0007436446,0.000995534,0.00139537,0.00042772235,0.00022552224
TSLA,0.003073396,0.002386964,0.00075633754,0.0012006433,0.001689071,0.0013458905,0.003949064,0.001005726,0.0012279924,0.0005337642,0.004211498,0.003160963,0.002002219,0.00034405355,0.00044715035,0.00049175153,0.0040194504,0.004782043,0.00072179263,0.0030055626,0.00023019317
LLY,0.00051049085,0.00014545469,0.00090481655,5.4029497e-05,0.00093557994,0.00031053743,0.0002374162,0.0001106752,0.0009306077,0.00019711336,0.0004903673,0.0018508128,0.0013839265,0.00084304286,0.0019860242,7.526094e-05,5.4253134e-05,0.00019323353,0.0003305798,7.8550875e-05,0.00017978443
JPM,0.004678829,0.0012595452,0.000653626,0.00041390053,0.0011764471,0.00039470766,0.0017038161,0.0016078283,0.00026052954,0.00020807362,0.0022820125,0.00076617557,0.0027823327,0.0011535451,0.0004360544,0.0016473605,0.0009354336,0.001284723,0.0009939581,0.0011162799,0.00029810116
WMT,0.0071002985,0.011222313,0.0042701117,0.0038867139,0.0003507595,0.0026447808,0.0034865993,0.011380262,0.005073991,0.0055210963,0.005503516,0.006191941,0.022918928,0.024067007,0.0019856647,0.00061723316,0.0015244302,0.0018960122,0.0060369666,0.0058506313,0.0019811294
V,0.0009017088,8.2900566e-05,0.0001771997,0.00075228605,0.0003843823,0.0007809071,0.00013238577,6.566341e-05,0.00043742877,0.00067015947,0.00083268207,0.0011898958,0.001084028,0.00074054225,0.00013151304,0.00057065877,0.0005859681,6.7142515e-05,0.00087523396,0.00026631486,0.0007356836
XOM,0.00088603585,0.00014126879,0.00023346949,0.00012722395,0.00037058088,0.00028051093,0.0005735836,4.0543535e-05,9.678902e-05,0.00024871452,0.00024232685,5.451025e-05,0.00014118783,0.00018355911,0.00035427246,0.00015169154,0.00021515228,0.00051984587,0.00018099925,0.00021105408,0.0001719274
MA,0.000101042635,0.001763011,5.8808135e-05,0.0008054733,0.0007544889,0.00030671185,0.0002192069,0.00032891,0.0030451582,0.0008069698,0.00084302854,0.00090573716,0.00015805969,0.0016631293,0.00065432227,0.00024352357,0.0010838287,0.00017160272,0.0007668564,0.0006906109,0.00012773726
UNH,0.0009477148,0.0015858802,0.00030878448,0.0005605519,0.00038611665,0.00059677404,0.0009210151,0.00047288422,0.00067241694,0.0010254778,0.0012053807,0.001809265,0.0011623714,0.00036689822,0.00012836853,0.0006943976,0.0008852345,8.603415e-05,0.00059885596,0.0011872146,0.00095899584
ORCL,0.0043180673,0.0073171495,0.0012011464,0.0013349555,0.002948232,0.0011114316,0.002177114,0.0014902784,0.00017670226,0.0010256361,0.0041718977,0.0026758562,0.0020797981,0.0015076335,0.0012788022,0.0013744717,0.0014920273,0.0018868943,0.0030958082,0.0020123923,0.00043526653
