Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope,ticker
0.036302574,0.07628437,0.08685124,0.14312124,0.043287676,0.03567874,0.08995836,0.054352093,0.10703669,0.07189802,0.023378296,0.14970802,0.032500397,0.093757875,0.043192152,0.021777898,0.025279552,0.102913834,0.14772005,0.087513775,0.1443046,MA
