Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope,ticker
0.059337746,0.12821986,0.18987791,0.04189158,0.08092565,0.22136967,0.048098013,0.04518675,0.058794223,0.09864109,0.03876173,0.053221837,0.11416759,0.13436906,0.04494909,0.054550428,0.07576246,0.07823072,0.042899482,0.047610246,0.07319267,AAPL
