Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope,ticker
0.08591839,0.066136904,0.08747787,0.0626015,0.017438192,0.077550784,0.04221123,0.020720465,0.022854025,0.0465345,0.029333359,0.026206365,0.040498123,0.028922642,0.015096842,0.0201376,0.04274526,0.04153944,0.02439407,0.12559228,0.09395392,AMZN
