time_saliency
0.22571366
0.1441481
0.095635064
0.08426417
0.071289174
0.06633111
0.06952766
0.06460618
0.065208346
0.06713571
0.059437092
0.06669934
0.06253701
0.060602307
0.06496557
0.06283184
0.0641256
0.06629404
0.07088582
0.07060907
0.07182236
0.07183655
0.07149575
0.06774336
0.067125805
0.06723395
0.06636121
0.06672428
0.061283987
0.0611811
0.06030399
0.05741376
0.058577146
0.053442534
0.056079064
0.050437722
0.051023524
0.049242586
0.044362724
0.048128106
0.04592845
0.047701944
0.047857262
0.047887675
0.047020774
0.048898667
0.048189316
0.04760141
0.04747819
0.047741327
0.045539632
0.047053605
0.04863211
0.049686942
0.04654628
0.044060536
0.036592633
0.02809647
0.015368971
0.007614011
