time_saliency
0.16002321
0.12550086
0.104670435
0.076879464
0.08118994
0.074981876
0.0769565
0.0753732
0.0682734
0.07460731
0.07089962
0.07725623
0.07637365
0.074997246
0.07441839
0.056358118
0.06606491
0.068731464
0.072360955
0.07425214
0.07510603
0.08195166
0.06364222
0.07840618
0.09157913
0.08025413
0.08752163
0.0811553
0.0706958
0.08711337
0.08572637
0.07106478
0.08559328
0.07745687
0.07689999
0.08344139
0.08411183
0.08520766
0.0870051
0.08987257
0.07819896
0.08486237
0.085510634
0.086444356
0.09762857
0.090622
0.069750994
0.083180726
0.086943686
0.085986175
0.08390891
0.08111326
0.08827885
0.08959533
0.08557006
0.058964208
0.07485984
0.062477835
0.05862921
0.033667367
