Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope,ticker
0.09255195,0.065812245,0.055719547,0.14550792,0.09162895,0.035920866,0.115267105,0.10338129,0.018696586,0.072951026,0.038440116,0.07103156,0.10284634,0.055324443,0.15458669,0.032933846,0.04556459,0.1125231,0.043323573,0.11291769,0.0923057,WMT
