time_saliency
0.21854608
0.1039244
0.09485482
0.060283065
0.061873805
0.061598103
0.060642272
0.066221446
0.08885016
0.104678854
0.104018055
0.10242939
0.10536848
0.10801808
0.110970154
0.10951343
0.10880224
0.109582916
0.11138994
0.11038619
0.11198154
0.11124998
0.11070693
0.11106535
0.111907564
0.11323849
0.114950724
0.11512856
0.11853494
0.11774586
0.11878748
0.11485184
0.11357051
0.111217655
0.11181914
0.10819945
0.11329468
0.11065928
0.10656992
0.109851964
0.10842703
0.11387328
0.11366382
0.11201552
0.120495774
0.122448266
0.11190692
0.11611396
0.115213476
0.119077966
0.11714088
0.12711823
0.11464051
0.114673376
0.10537477
0.10254953
0.08235039
0.062377043
0.03621488
0.016896034
