Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope
0.07091428416,0.09877999292,0.09049635744,0.10622363312000001,0.09187772512,0.09832236892000001,0.07903609192,0.08316171624,0.07505094468,0.08696103404000001,0.08499358022,0.06785061687999999,0.07802783488000001,0.07945694636,0.10696631084,0.09166667916,0.10513253583999999,0.09612606656,0.07600186852000002,0.08620284364,0.08785560329199998
