Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope,ticker
0.01651712,0.022966992,0.097410046,0.021541597,0.08010339,0.025477888,0.030875375,0.046590608,0.06275263,0.05406856,0.0346431,0.044987883,0.03287489,0.062134966,0.076142274,0.064828046,0.029975217,0.023797255,0.018951375,0.031208247,0.06137256,ABBV
