time_saliency
0.23442438
0.23222649
0.1598101
0.16105612
0.16595334
0.14789519
0.14443922
0.15495127
0.14975919
0.15683877
0.14027156
0.13803338
0.1444113
0.14143181
0.15617031
0.12722333
0.16581483
0.1482913
0.13588925
0.16777147
0.17098573
0.17142375
0.19187216
0.19009483
0.17685644
0.16796282
0.17866784
0.15993562
0.17991301
0.18813348
0.18460129
0.17860028
0.17599028
0.18245447
0.16547923
0.14890666
0.14617392
0.14978702
0.16282794
0.16069268
0.15410447
0.15440418
0.14666498
0.16371505
0.15420924
0.17630966
0.17304654
0.1804527
0.14736915
0.18688114
0.1607732
0.16409886
0.16139038
0.16340831
0.12945879
0.12051915
0.10678996
0.07109438
0.04175371
0.026818167
