Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope,ticker
0.072951764,0.026015092,0.0751777,0.08577533,0.1454409,0.058216378,0.014488112,0.023545496,0.097984426,0.022196865,0.026632331,0.017582145,0.019158266,0.013162251,0.099701956,0.15344802,0.09764026,0.14638653,0.028999414,0.01484506,0.038208503,PG
