Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope,ticker
0.038444106,0.05392437,0.056348596,0.053355332,0.011211104,0.022766296,0.010932893,0.014189585,0.040041577,0.043832052,0.035918545,0.005505189,0.017520862,0.027238755,0.06452284,0.053790513,0.036380365,0.019395031,0.053539813,0.041002046,0.0066229003,JNJ
