time_saliency
0.3289929
0.23932269
0.16012722
0.12608397
0.11381825
0.12149495
0.09550916
0.10918717
0.10387687
0.10956641
0.09348434
0.09618374
0.10152476
0.12353362
0.12941903
0.14027186
0.12386231
0.14649826
0.15716374
0.16656578
0.18564531
0.17267933
0.14352316
0.1584817
0.1810444
0.18984689
0.17348494
0.17956051
0.16897984
0.16154148
0.16809013
0.16579086
0.1567214
0.17188504
0.16720305
0.15638773
0.16182475
0.17640221
0.17557944
0.16799092
0.16532622
0.17157228
0.1726141
0.18579304
0.1757742
0.18084724
0.18342803
0.19332781
0.16683774
0.15286489
0.15765157
0.14569928
0.14121665
0.14812465
0.13184452
0.1356354
0.10526839
0.097729616
0.07519932
0.04589677
