Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope,ticker
0.09001499,0.07449618,0.048936967,0.038655646,0.088738516,0.017167745,0.037686188,0.033458453,0.03889836,0.04464786,0.014282704,0.033527236,0.03736983,0.032470714,0.1190777,0.049383376,0.053607646,0.041691486,0.05079547,0.031947926,0.041683186,BRK-B
