time_saliency
0.35021693
0.2632893
0.18646647
0.14997973
0.1525727
0.15558445
0.15859108
0.15891252
0.16211507
0.15765384
0.15234922
0.16877386
0.14967887
0.15983069
0.16130237
0.14599855
0.14766593
0.16585697
0.17331925
0.16532604
0.16156115
0.17874916
0.17357394
0.18003985
0.17480385
0.17665851
0.17075928
0.15613979
0.16706319
0.12658338
0.109718926
0.097715534
0.12169025
0.14794156
0.1782027
0.1605785
0.1470659
0.13410145
0.14614852
0.17474385
0.17986743
0.16291834
0.13746871
0.12670682
0.1178814
0.1376024
0.15597947
0.11827768
0.13570568
0.1259726
0.106064714
0.14384185
0.14983542
0.14173728
0.16901329
0.15503104
0.10904919
0.09753858
0.08111968
0.043159015
