Close,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ATR_14,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Volume_Lag_1,Volume_Lag_3,Daily_Return,Volatility_20,High_Low_Range,Open_Close_Range,MACD_Hist_Slope,model_type,hyperparam_set
0.003673018,0.0041817278,0.003118478,0.0042815683,0.0036636821,0.0041812016,0.0036268577,0.0043992056,0.00353488,0.0043057427,0.0040053753,0.005443111,0.0040662508,0.0040724827,0.0037032487,0.0029476958,0.0036544872,0.0040603094,0.004160356,0.004049609,0.0048701866,transformer_base,1
0.003736364,0.0038758279,0.0035778466,0.0035864906,0.0038275155,0.0034072704,0.003394719,0.0035929126,0.004178754,0.004040323,0.003291772,0.0037251941,0.0030974748,0.004981972,0.00335455,0.0028710698,0.003319616,0.0031513476,0.004072605,0.0035759502,0.003435628,transformer_base,2
0.004184409,0.0034891667,0.004044609,0.0031333105,0.0044729714,0.0041717542,0.0037502956,0.0032257033,0.0033269192,0.005214581,0.0032781481,0.0036275033,0.003904168,0.004438154,0.0040247682,0.0035101348,0.004878748,0.0033623332,0.003275573,0.0039255056,0.003510436,transformer_base,3
0.00554893,0.0039153527,0.006707773,0.0055592344,0.00784533,0.004801871,0.0057944315,0.0050847353,0.005576578,0.0057153357,0.006278507,0.0053741382,0.0058855326,0.004540408,0.0045947637,0.0055746227,0.0060660588,0.0047877003,0.0052036904,0.006022756,0.0048805373,transformer_base,4
0.011889222,0.013572271,0.012142428,0.011354515,0.013744309,0.014756523,0.0118908165,0.011184529,0.012339225,0.015227702,0.013356794,0.013421518,0.010626801,0.013045933,0.010701361,0.012506366,0.014662627,0.012439322,0.011480469,0.010826319,0.016814554,transformer_base,5
0.002209062,0.0025467328,0.001094425,0.0011223531,0.0010950492,0.0011306114,0.0017156634,0.0015850832,0.001342513,0.0010771337,0.0021856616,0.002076198,0.0022072645,0.0024760491,0.0006817766,0.0009908522,0.001256648,0.001216133,0.0011241797,0.0012228554,0.00086054206,transformer_lstm,1
0.0021650384,0.0017845695,0.00096774637,0.00093749026,0.0008880831,0.0009348935,0.0015585129,0.0016369154,0.0011263712,0.0012505928,0.0019009479,0.0013535486,0.0013686497,0.0013222327,0.00095734297,0.0009778768,0.0010309923,0.0012833403,0.0008552123,0.00075691496,0.0009025856,transformer_lstm,2
0.0016194306,0.0012831747,0.00097211,0.0011379854,0.0011263744,0.0014394447,0.0016592896,0.0011094139,0.00093849597,0.0012571943,0.002671278,0.0017405632,0.0027131366,0.002092639,0.0011698335,0.0010863029,0.001260778,0.0010650648,0.0010243258,0.001455663,0.001357872,transformer_lstm,3
0.0026155326,0.0022163366,0.0016830271,0.0009901932,0.0014795248,0.0012354046,0.0022015802,0.0018603961,0.0023126586,0.0021107206,0.002302102,0.0017712206,0.0015638525,0.0015832254,0.0009105861,0.0010814908,0.0010125198,0.0021778964,0.0018998533,0.0010697495,0.00082414463,transformer_lstm,4
